"code","entity","nr","date","vote","key","turnout"
"gap","Stadt Luzern",9,2013-11-24,"1 zu 12","40 bis 49 Jahre",-0.038
"gap","Stadt Luzern",10,2014-02-09,"Masseneinwanderungsinitiative","40 bis 49 Jahre",-0.0179
"gap","Stadt Luzern",11,2014-05-18,"Mindestlohninitiative","40 bis 49 Jahre",-0.0216
"gap","Stadt Luzern",12,2014-09-28,"Einheitskrankenkasse","40 bis 49 Jahre",-0.0094
"gap","Stadt Luzern",13,2014-11-30,"Pauschalsteuer","40 bis 49 Jahre",-0.0157
"gap","Stadt Luzern",14,2015-03-08,"Energie- statt Mehrwertsteuer","40 bis 49 Jahre",-0.0277
"gap","Stadt Luzern",15,2015-03-29,"Kantons- und Regierungsratswahlen","40 bis 49 Jahre",-0.0202
"gap","Stadt Luzern",16,2015-05-10,"2. Wahlgang Regierungsratswahlen","40 bis 49 Jahre",8e-04
"gap","Stadt Luzern",17,2015-06-14,"Erbschaftssteuer","40 bis 49 Jahre",-0.0197
"gap","Stadt Luzern",18,2015-10-18,"National- und Ständeratswahlen","40 bis 49 Jahre",-0.0239
"ref","Stadt Luzern",1,2012-03-11,"Ferieninitiative","40 bis 49 Jahre",-0.0365
"ref","Stadt Luzern",2,2012-05-06,"Lokale Wahlen","40 bis 49 Jahre",-0.0292
"ref","Stadt Luzern",3,2012-06-17,"Managed Care","40 bis 49 Jahre",-0.031
"ref","Stadt Luzern",4,2012-09-23,"Schutz vor Passivrauchen","40 bis 49 Jahre",-0.0393
"ref","Stadt Luzern",5,2012-11-25,"Tierseuchengesetz","40 bis 49 Jahre",-0.0343
"ref","Stadt Luzern",6,2013-03-03,"Abzockerinitiative","40 bis 49 Jahre",-0.0142
"ref","Stadt Luzern",7,2013-06-09,"Volkswahl des Bundesrates","40 bis 49 Jahre",-0.0255
"ref","Stadt Luzern",8,2013-09-22,"Wehrpflicht","40 bis 49 Jahre",-0.0207
"ref","Stadt Luzern",9,2013-11-24,"1 zu 12","40 bis 49 Jahre",-0.0107
"ref","Stadt Luzern",10,2014-02-09,"Masseneinwanderungsinitiative","40 bis 49 Jahre",0.0054
"ref","Stadt Luzern",11,2014-05-18,"Mindestlohninitiative","40 bis 49 Jahre",0.0052
"ref","Stadt Luzern",12,2014-09-28,"Einheitskrankenkasse","40 bis 49 Jahre",-4e-04
"ref","Stadt Luzern",13,2014-11-30,"Pauschalsteuer","40 bis 49 Jahre",0.0028
"ref","Stadt Luzern",14,2015-03-08,"Energie- statt Mehrwertsteuer","40 bis 49 Jahre",-0.0033
"ref","Stadt Luzern",15,2015-03-29,"Kantons- und Regierungsratswahlen","40 bis 49 Jahre",0.0138
"ref","Stadt Luzern",16,2015-05-10,"2. Wahlgang Regierungsratswahlen","40 bis 49 Jahre",0.0089
"ref","Stadt Luzern",17,2015-06-14,"Erbschaftssteuer","40 bis 49 Jahre",-0.0011
"ref","Stadt Luzern",18,2015-10-18,"National- und Ständeratswahlen","40 bis 49 Jahre",0.0176
"f","Stadt Luzern",1,2012-03-11,"Ferieninitiative","40 bis 49 Jahre",0.3957
"f","Stadt Luzern",2,2012-05-06,"Lokale Wahlen","40 bis 49 Jahre",0.3307
"f","Stadt Luzern",3,2012-06-17,"Managed Care","40 bis 49 Jahre",0.432
"f","Stadt Luzern",4,2012-09-23,"Schutz vor Passivrauchen","40 bis 49 Jahre",0.3934
"f","Stadt Luzern",5,2012-11-25,"Tierseuchengesetz","40 bis 49 Jahre",0.2814
"f","Stadt Luzern",6,2013-03-03,"Abzockerinitiative","40 bis 49 Jahre",0.4241
"f","Stadt Luzern",7,2013-06-09,"Volkswahl des Bundesrates","40 bis 49 Jahre",0.4238
"f","Stadt Luzern",8,2013-09-22,"Wehrpflicht","40 bis 49 Jahre",0.4414
"f","Stadt Luzern",9,2013-11-24,"1 zu 12","40 bis 49 Jahre",0.4794
"f","Stadt Luzern",10,2014-02-09,"Masseneinwanderungsinitiative","40 bis 49 Jahre",0.5282
"f","Stadt Luzern",11,2014-05-18,"Mindestlohninitiative","40 bis 49 Jahre",0.5546
"f","Stadt Luzern",12,2014-09-28,"Einheitskrankenkasse","40 bis 49 Jahre",0.4636
"f","Stadt Luzern",13,2014-11-30,"Pauschalsteuer","40 bis 49 Jahre",0.5209
"f","Stadt Luzern",14,2015-03-08,"Energie- statt Mehrwertsteuer","40 bis 49 Jahre",0.396
"f","Stadt Luzern",15,2015-03-29,"Kantons- und Regierungsratswahlen","40 bis 49 Jahre",0.3439
"f","Stadt Luzern",16,2015-05-10,"2. Wahlgang Regierungsratswahlen","40 bis 49 Jahre",0.386
"f","Stadt Luzern",17,2015-06-14,"Erbschaftssteuer","40 bis 49 Jahre",0.4232
"f","Stadt Luzern",18,2015-10-18,"National- und Ständeratswahlen","40 bis 49 Jahre",0.5035
"overall","Kanton Neuenburg",1,2012-03-11,"Ferieninitiative","50 bis 59 Jahre",0.5095
"overall","Kanton Neuenburg",2,2012-05-13,"Lokale Wahlen","50 bis 59 Jahre",0.369
"overall","Kanton Neuenburg",3,2012-06-17,"Managed Care","50 bis 59 Jahre",0.3553
"overall","Kanton Neuenburg",4,2012-09-23,"Schutz vor Passivrauchen","50 bis 59 Jahre",0.5709
"overall","Kanton Neuenburg",5,2012-11-25,"Tierseuchengesetz","50 bis 59 Jahre",0.3148
"overall","Kanton Neuenburg",6,2013-03-03,"Abzockerinitiative","50 bis 59 Jahre",0.4133
"overall","Kanton Neuenburg",7,2013-06-09,"Volkswahl des Bundesrates","50 bis 59 Jahre",0.4137
"overall","Kanton Neuenburg",8,2013-09-22,"Wehrpflicht","50 bis 59 Jahre",0.4696
"overall","Kanton Neuenburg",9,2013-11-24,"1 zu 12","50 bis 59 Jahre",0.5608
"overall","Kanton Neuenburg",10,2014-02-09,"Masseneinwanderungsinitiative","50 bis 59 Jahre",0.6173
"overall","Kanton Neuenburg",11,2014-05-18,"Mindestlohninitiative","50 bis 59 Jahre",0.5381
"overall","Kanton Neuenburg",12,2014-09-28,"Einheitskrankenkasse","50 bis 59 Jahre",0.4952
"overall","Kanton Neuenburg",13,2014-11-30,"Pauschalsteuer","50 bis 59 Jahre",0.4106
"overall","Kanton Neuenburg",14,2015-03-08,"Energie- statt Mehrwertsteuer","50 bis 59 Jahre",0.4478
"overall","Kanton Neuenburg",15,2015-06-14,"Erbschaftssteuer","50 bis 59 Jahre",0.4285
"overall","Kanton Neuenburg",16,2015-10-18,"National- und Ständeratswahlen","50 bis 59 Jahre",0.3998
"m","Kanton Neuenburg",1,2012-03-11,"Ferieninitiative","50 bis 59 Jahre",0.5295
"m","Kanton Neuenburg",2,2012-05-13,"Lokale Wahlen","50 bis 59 Jahre",0.3728
"m","Kanton Neuenburg",3,2012-06-17,"Managed Care","50 bis 59 Jahre",0.3568
"m","Kanton Neuenburg",4,2012-09-23,"Schutz vor Passivrauchen","50 bis 59 Jahre",0.5666
"m","Kanton Neuenburg",5,2012-11-25,"Tierseuchengesetz","50 bis 59 Jahre",0.3193
"m","Kanton Neuenburg",6,2013-03-03,"Abzockerinitiative","50 bis 59 Jahre",0.4139
"m","Kanton Neuenburg",7,2013-06-09,"Volkswahl des Bundesrates","50 bis 59 Jahre",0.4267
"m","Kanton Neuenburg",8,2013-09-22,"Wehrpflicht","50 bis 59 Jahre",0.4847
"m","Kanton Neuenburg",9,2013-11-24,"1 zu 12","50 bis 59 Jahre",0.5524
"m","Kanton Neuenburg",10,2014-02-09,"Masseneinwanderungsinitiative","50 bis 59 Jahre",0.6277
"m","Kanton Neuenburg",11,2014-05-18,"Mindestlohninitiative","50 bis 59 Jahre",0.5334
"m","Kanton Neuenburg",12,2014-09-28,"Einheitskrankenkasse","50 bis 59 Jahre",0.4914
"m","Kanton Neuenburg",13,2014-11-30,"Pauschalsteuer","50 bis 59 Jahre",0.4158
"m","Kanton Neuenburg",14,2015-03-08,"Energie- statt Mehrwertsteuer","50 bis 59 Jahre",0.4682
"m","Kanton Neuenburg",15,2014-06-14,"Erbschaftssteuer","50 bis 59 Jahre",0.4448
"m","Kanton Neuenburg",16,2015-10-18,"National- und Ständeratswahlen","50 bis 59 Jahre",0.4107
"f","Kanton Neuenburg",1,2012-03-11,"Ferieninitiative","50 bis 59 Jahre",0.4915
"f","Kanton Neuenburg",2,2012-05-13,"Lokale Wahlen","50 bis 59 Jahre",0.3652
"f","Kanton Neuenburg",3,2012-06-17,"Managed Care","50 bis 59 Jahre",0.3538
"f","Kanton Neuenburg",4,2012-09-23,"Schutz vor Passivrauchen","50 bis 59 Jahre",0.5751
"f","Kanton Neuenburg",5,2012-11-25,"Tierseuchengesetz","50 bis 59 Jahre",0.3103
"f","Kanton Neuenburg",6,2013-03-03,"Abzockerinitiative","50 bis 59 Jahre",0.4127
"f","Kanton Neuenburg",7,2013-06-09,"Volkswahl des Bundesrates","50 bis 59 Jahre",0.4019
"f","Kanton Neuenburg",8,2013-09-22,"Wehrpflicht","50 bis 59 Jahre",0.4561
"f","Kanton Neuenburg",9,2013-11-24,"1 zu 12","50 bis 59 Jahre",0.5692
"f","Kanton Neuenburg",10,2014-02-09,"Masseneinwanderungsinitiative","50 bis 59 Jahre",0.6078
"f","Kanton Neuenburg",11,2014-05-18,"Mindestlohninitiative","50 bis 59 Jahre",0.5429
"f","Kanton Neuenburg",12,2014-09-28,"Einheitskrankenkasse","50 bis 59 Jahre",0.4989
"f","Kanton Neuenburg",13,2014-11-30,"Pauschalsteuer","50 bis 59 Jahre",0.4054
"f","Kanton Neuenburg",14,2015-03-08,"Energie- statt Mehrwertsteuer","50 bis 59 Jahre",0.4292
"f","Kanton Neuenburg",15,2014-06-14,"Erbschaftssteuer","50 bis 59 Jahre",0.4136
"f","Kanton Neuenburg",16,2015-10-18,"National- und Ständeratswahlen","50 bis 59 Jahre",0.389
"gap","Kanton Neuenburg",1,2012-03-11,"Ferieninitiative","50 bis 59 Jahre",-0.038
"gap","Kanton Neuenburg",2,2012-05-13,"Lokale Wahlen","50 bis 59 Jahre",-0.0076
"gap","Kanton Neuenburg",3,2012-06-17,"Managed Care","50 bis 59 Jahre",-0.003
"gap","Kanton Neuenburg",4,2012-09-23,"Schutz vor Passivrauchen","50 bis 59 Jahre",0.0085
"gap","Kanton Neuenburg",5,2012-11-25,"Tierseuchengesetz","50 bis 59 Jahre",-0.009
"gap","Kanton Neuenburg",6,2013-03-03,"Abzockerinitiative","50 bis 59 Jahre",-0.0012
"gap","Kanton Neuenburg",7,2013-06-09,"Volkswahl des Bundesrates","50 bis 59 Jahre",-0.0248
"gap","Kanton Neuenburg",8,2013-09-22,"Wehrpflicht","50 bis 59 Jahre",-0.0286
"gap","Kanton Neuenburg",9,2013-11-24,"1 zu 12","50 bis 59 Jahre",0.0168
"gap","Kanton Neuenburg",10,2014-02-09,"Masseneinwanderungsinitiative","50 bis 59 Jahre",-0.0199
"gap","Kanton Neuenburg",11,2014-05-18,"Mindestlohninitiative","50 bis 59 Jahre",0.0095
"gap","Kanton Neuenburg",12,2014-09-28,"Einheitskrankenkasse","50 bis 59 Jahre",0.0075
"gap","Kanton Neuenburg",13,2014-11-30,"Pauschalsteuer","50 bis 59 Jahre",-0.0104
"gap","Kanton Neuenburg",14,2015-03-08,"Energie- statt Mehrwertsteuer","50 bis 59 Jahre",-0.039
"gap","Kanton Neuenburg",15,2014-06-14,"Erbschaftssteuer","50 bis 59 Jahre",-0.0312
"gap","Kanton Neuenburg",16,2015-10-18,"National- und Ständeratswahlen","50 bis 59 Jahre",-0.0217
"ref","Kanton Neuenburg",1,2012-03-11,"Ferieninitiative","50 bis 59 Jahre",0.0507
"ref","Kanton Neuenburg",2,2012-05-13,"Lokale Wahlen","50 bis 59 Jahre",0.0354
"ref","Kanton Neuenburg",3,2012-06-17,"Managed Care","50 bis 59 Jahre",0.0355
"ref","Kanton Neuenburg",4,2012-09-23,"Schutz vor Passivrauchen","50 bis 59 Jahre",0.0559
"ref","Kanton Neuenburg",5,2012-11-25,"Tierseuchengesetz","50 bis 59 Jahre",0.0284
"ref","Kanton Neuenburg",6,2013-03-03,"Abzockerinitiative","50 bis 59 Jahre",0.0372
"ref","Kanton Neuenburg",7,2013-06-09,"Volkswahl des Bundesrates","50 bis 59 Jahre",0.0386
"ref","Kanton Neuenburg",8,2013-09-22,"Wehrpflicht","50 bis 59 Jahre",0.041
"ref","Kanton Neuenburg",9,2013-11-24,"1 zu 12","50 bis 59 Jahre",0.052
"ref","Kanton Neuenburg",10,2014-02-09,"Masseneinwanderungsinitiative","50 bis 59 Jahre",0.0637
"ref","Kanton Neuenburg",11,2014-05-18,"Mindestlohninitiative","50 bis 59 Jahre",0.0418
"ref","Kanton Neuenburg",12,2014-09-28,"Einheitskrankenkasse","50 bis 59 Jahre",0.049
"ref","Kanton Neuenburg",13,2014-11-30,"Pauschalsteuer","50 bis 59 Jahre",0.0252
"ref","Kanton Neuenburg",14,2015-03-08,"Energie- statt Mehrwertsteuer","50 bis 59 Jahre",0.0351
"ref","Kanton Neuenburg",15,2014-06-14,"Erbschaftssteuer","50 bis 59 Jahre",0.0393
"ref","Kanton Neuenburg",16,2015-10-18,"National- und Ständeratswahlen","50 bis 59 Jahre",0.027
"overall","Stadt Luzern",1,2012-03-11,"Ferieninitiative","50 bis 59 Jahre",0.4995
"overall","Stadt Luzern",2,2012-05-06,"Lokale Wahlen","50 bis 59 Jahre",0.4178
"overall","Stadt Luzern",3,2012-06-17,"Managed Care","50 bis 59 Jahre",0.5185
"overall","Stadt Luzern",4,2012-09-23,"Schutz vor Passivrauchen","50 bis 59 Jahre",0.4825
"overall","Stadt Luzern",5,2012-11-25,"Tierseuchengesetz","50 bis 59 Jahre",0.3702
"overall","Stadt Luzern",6,2013-03-03,"Abzockerinitiative","50 bis 59 Jahre",0.4936
"overall","Stadt Luzern",7,2013-06-09,"Volkswahl des Bundesrates","50 bis 59 Jahre",0.5001
"overall","Stadt Luzern",8,2013-09-22,"Wehrpflicht","50 bis 59 Jahre",0.5021
"overall","Stadt Luzern",9,2013-11-24,"1 zu 12","50 bis 59 Jahre",0.5522
"overall","Stadt Luzern",10,2014-02-09,"Masseneinwanderungsinitiative","50 bis 59 Jahre",0.5794
"overall","Stadt Luzern",11,2014-05-18,"Mindestlohninitiative","50 bis 59 Jahre",0.5961
"overall","Stadt Luzern",12,2014-09-28,"Einheitskrankenkasse","50 bis 59 Jahre",0.5148
"overall","Stadt Luzern",13,2014-11-30,"Pauschalsteuer","50 bis 59 Jahre",0.5596
"overall","Stadt Luzern",14,2015-03-08,"Energie- statt Mehrwertsteuer","50 bis 59 Jahre",0.4497
"overall","Stadt Luzern",15,2015-03-29,"Kantons- und Regierungsratswahlen","50 bis 59 Jahre",0.3694
"overall","Stadt Luzern",16,2015-05-10,"2. Wahlgang Regierungsratswahlen","50 bis 59 Jahre",0.4236
"overall","Stadt Luzern",17,2015-06-14,"Erbschaftssteuer","50 bis 59 Jahre",0.4705
"overall","Stadt Luzern",18,2015-10-18,"National- und Ständeratswahlen","50 bis 59 Jahre",0.5083
"m","Stadt Luzern",1,2012-03-11,"Ferieninitiative","50 bis 59 Jahre",0.5092
"m","Stadt Luzern",2,2012-05-06,"Lokale Wahlen","50 bis 59 Jahre",0.4258
"m","Stadt Luzern",3,2012-06-17,"Managed Care","50 bis 59 Jahre",0.5191
"m","Stadt Luzern",4,2012-09-23,"Schutz vor Passivrauchen","50 bis 59 Jahre",0.5012
"m","Stadt Luzern",5,2012-11-25,"Tierseuchengesetz","50 bis 59 Jahre",0.3863
"m","Stadt Luzern",6,2013-03-03,"Abzockerinitiative","50 bis 59 Jahre",0.5014
"m","Stadt Luzern",7,2013-06-09,"Volkswahl des Bundesrates","50 bis 59 Jahre",0.5025
"m","Stadt Luzern",8,2013-09-22,"Wehrpflicht","50 bis 59 Jahre",0.507
"m","Stadt Luzern",9,2013-11-24,"1 zu 12","50 bis 59 Jahre",0.5629
"m","Stadt Luzern",10,2014-02-09,"Masseneinwanderungsinitiative","50 bis 59 Jahre",0.582
"m","Stadt Luzern",11,2014-05-18,"Mindestlohninitiative","50 bis 59 Jahre",0.6016
"m","Stadt Luzern",12,2014-09-28,"Einheitskrankenkasse","50 bis 59 Jahre",0.518
"m","Stadt Luzern",13,2014-11-30,"Pauschalsteuer","50 bis 59 Jahre",0.5623
"m","Stadt Luzern",14,2015-03-08,"Energie- statt Mehrwertsteuer","50 bis 59 Jahre",0.4584
"m","Stadt Luzern",15,2015-03-29,"Kantons- und Regierungsratswahlen","50 bis 59 Jahre",0.3858
"m","Stadt Luzern",16,2015-05-10,"2. Wahlgang Regierungsratswahlen","50 bis 59 Jahre",0.4246
"m","Stadt Luzern",17,2015-06-14,"Erbschaftssteuer","50 bis 59 Jahre",0.4669
"m","Stadt Luzern",18,2015-10-18,"National- und Ständeratswahlen","50 bis 59 Jahre",0.5206
"gap","Stadt Luzern",1,2012-03-11,"Ferieninitiative","50 bis 59 Jahre",-0.0182
"gap","Stadt Luzern",2,2012-05-06,"Lokale Wahlen","50 bis 59 Jahre",-0.015
"gap","Stadt Luzern",3,2012-06-17,"Managed Care","50 bis 59 Jahre",-0.0012
"gap","Stadt Luzern",4,2012-09-23,"Schutz vor Passivrauchen","50 bis 59 Jahre",-0.0353
"gap","Stadt Luzern",5,2012-11-25,"Tierseuchengesetz","50 bis 59 Jahre",-0.0303
"gap","Stadt Luzern",6,2013-03-03,"Abzockerinitiative","50 bis 59 Jahre",-0.0149
"gap","Stadt Luzern",7,2013-06-09,"Volkswahl des Bundesrates","50 bis 59 Jahre",-0.0045
"gap","Stadt Luzern",8,2013-09-22,"Wehrpflicht","50 bis 59 Jahre",-0.0093
"gap","Stadt Luzern",9,2013-11-24,"1 zu 12","50 bis 59 Jahre",-0.0203
"gap","Stadt Luzern",10,2014-02-09,"Masseneinwanderungsinitiative","50 bis 59 Jahre",-0.005
"gap","Stadt Luzern",11,2014-05-18,"Mindestlohninitiative","50 bis 59 Jahre",-0.0106
"gap","Stadt Luzern",12,2014-09-28,"Einheitskrankenkasse","50 bis 59 Jahre",-0.006
"gap","Stadt Luzern",13,2014-11-30,"Pauschalsteuer","50 bis 59 Jahre",-0.0052
"gap","Stadt Luzern",14,2015-03-08,"Energie- statt Mehrwertsteuer","50 bis 59 Jahre",-0.0168
"gap","Stadt Luzern",15,2015-03-29,"Kantons- und Regierungsratswahlen","50 bis 59 Jahre",-0.0315
"gap","Stadt Luzern",16,2015-05-10,"2. Wahlgang Regierungsratswahlen","50 bis 59 Jahre",-0.0019
"gap","Stadt Luzern",17,2015-06-14,"Erbschaftssteuer","50 bis 59 Jahre",0.0069
"gap","Stadt Luzern",18,2015-10-18,"National- und Ständeratswahlen","50 bis 59 Jahre",-0.0236
"ref","Stadt Luzern",1,2012-03-11,"Ferieninitiative","50 bis 59 Jahre",0.0558
"ref","Stadt Luzern",2,2012-05-06,"Lokale Wahlen","50 bis 59 Jahre",0.0476
"ref","Stadt Luzern",3,2012-06-17,"Managed Care","50 bis 59 Jahre",0.061
"ref","Stadt Luzern",4,2012-09-23,"Schutz vor Passivrauchen","50 bis 59 Jahre",0.0356
"ref","Stadt Luzern",5,2012-11-25,"Tierseuchengesetz","50 bis 59 Jahre",0.0393
"ref","Stadt Luzern",6,2013-03-03,"Abzockerinitiative","50 bis 59 Jahre",0.0429
"ref","Stadt Luzern",7,2013-06-09,"Volkswahl des Bundesrates","50 bis 59 Jahre",0.0437
"ref","Stadt Luzern",8,2013-09-22,"Wehrpflicht","50 bis 59 Jahre",0.0321
"ref","Stadt Luzern",9,2013-11-24,"1 zu 12","50 bis 59 Jahre",0.0433
"ref","Stadt Luzern",10,2014-02-09,"Masseneinwanderungsinitiative","50 bis 59 Jahre",0.0477
"ref","Stadt Luzern",11,2014-05-18,"Mindestlohninitiative","50 bis 59 Jahre",0.0361
"ref","Stadt Luzern",12,2014-09-28,"Einheitskrankenkasse","50 bis 59 Jahre",0.043
"ref","Stadt Luzern",13,2014-11-30,"Pauschalsteuer","50 bis 59 Jahre",0.0338
"ref","Stadt Luzern",14,2015-03-08,"Energie- statt Mehrwertsteuer","50 bis 59 Jahre",0.0368
"ref","Stadt Luzern",15,2015-03-29,"Kantons- und Regierungsratswahlen","50 bis 59 Jahre",0.0294
"ref","Stadt Luzern",16,2015-05-10,"2. Wahlgang Regierungsratswahlen","50 bis 59 Jahre",0.0469
"ref","Stadt Luzern",17,2015-06-14,"Erbschaftssteuer","50 bis 59 Jahre",0.0365
"ref","Stadt Luzern",18,2015-10-18,"National- und Ständeratswahlen","50 bis 59 Jahre",0.0106
"f","Stadt Luzern",1,2012-03-11,"Ferieninitiative","50 bis 59 Jahre",0.491
"f","Stadt Luzern",2,2012-05-06,"Lokale Wahlen","50 bis 59 Jahre",0.4108
"f","Stadt Luzern",3,2012-06-17,"Managed Care","50 bis 59 Jahre",0.5179
"f","Stadt Luzern",4,2012-09-23,"Schutz vor Passivrauchen","50 bis 59 Jahre",0.4659
"f","Stadt Luzern",5,2012-11-25,"Tierseuchengesetz","50 bis 59 Jahre",0.356
"f","Stadt Luzern",6,2013-03-03,"Abzockerinitiative","50 bis 59 Jahre",0.4865
"f","Stadt Luzern",7,2013-06-09,"Volkswahl des Bundesrates","50 bis 59 Jahre",0.498
"f","Stadt Luzern",8,2013-09-22,"Wehrpflicht","50 bis 59 Jahre",0.4977
"f","Stadt Luzern",9,2013-11-24,"1 zu 12","50 bis 59 Jahre",0.5426
"f","Stadt Luzern",10,2014-02-09,"Masseneinwanderungsinitiative","50 bis 59 Jahre",0.577
"f","Stadt Luzern",11,2014-05-18,"Mindestlohninitiative","50 bis 59 Jahre",0.591
"f","Stadt Luzern",12,2014-09-28,"Einheitskrankenkasse","50 bis 59 Jahre",0.512
"f","Stadt Luzern",13,2014-11-30,"Pauschalsteuer","50 bis 59 Jahre",0.5571
"f","Stadt Luzern",14,2015-03-08,"Energie- statt Mehrwertsteuer","50 bis 59 Jahre",0.4416
"f","Stadt Luzern",15,2015-03-29,"Kantons- und Regierungsratswahlen","50 bis 59 Jahre",0.3543
"f","Stadt Luzern",16,2015-05-10,"2. Wahlgang Regierungsratswahlen","50 bis 59 Jahre",0.4227
"f","Stadt Luzern",17,2015-06-14,"Erbschaftssteuer","50 bis 59 Jahre",0.4738
"f","Stadt Luzern",18,2015-10-18,"National- und Ständeratswahlen","50 bis 59 Jahre",0.497
"overall","Kanton Neuenburg",1,2012-03-11,"Ferieninitiative","60 bis 69 Jahre",0.6029
"overall","Kanton Neuenburg",2,2012-05-13,"Lokale Wahlen","60 bis 69 Jahre",0.4588
"overall","Kanton Neuenburg",3,2012-06-17,"Managed Care","60 bis 69 Jahre",0.498
"overall","Kanton Neuenburg",4,2012-09-23,"Schutz vor Passivrauchen","60 bis 69 Jahre",0.6654
"overall","Kanton Neuenburg",5,2012-11-25,"Tierseuchengesetz","60 bis 69 Jahre",0.4572
"overall","Kanton Neuenburg",6,2013-03-03,"Abzockerinitiative","60 bis 69 Jahre",0.5444
"overall","Kanton Neuenburg",7,2013-06-09,"Volkswahl des Bundesrates","60 bis 69 Jahre",0.5295
"overall","Kanton Neuenburg",8,2013-09-22,"Wehrpflicht","60 bis 69 Jahre",0.568
"overall","Kanton Neuenburg",9,2013-11-24,"1 zu 12","60 bis 69 Jahre",0.669
"overall","Kanton Neuenburg",10,2014-02-09,"Masseneinwanderungsinitiative","60 bis 69 Jahre",0.6995
"overall","Kanton Neuenburg",11,2014-05-18,"Mindestlohninitiative","60 bis 69 Jahre",0.6548
"overall","Kanton Neuenburg",12,2014-09-28,"Einheitskrankenkasse","60 bis 69 Jahre",0.6208
"overall","Kanton Neuenburg",13,2014-11-30,"Pauschalsteuer","60 bis 69 Jahre",0.5415
"overall","Kanton Neuenburg",14,2015-03-08,"Energie- statt Mehrwertsteuer","60 bis 69 Jahre",0.5789
"overall","Kanton Neuenburg",15,2015-06-14,"Erbschaftssteuer","60 bis 69 Jahre",0.5491
"overall","Kanton Neuenburg",16,2015-10-18,"National- und Ständeratswahlen","60 bis 69 Jahre",0.5111
"m","Kanton Neuenburg",1,2012-03-11,"Ferieninitiative","60 bis 69 Jahre",0.6251
"m","Kanton Neuenburg",2,2012-05-13,"Lokale Wahlen","60 bis 69 Jahre",0.4737
"m","Kanton Neuenburg",3,2012-06-17,"Managed Care","60 bis 69 Jahre",0.5032
"m","Kanton Neuenburg",4,2012-09-23,"Schutz vor Passivrauchen","60 bis 69 Jahre",0.6704
"m","Kanton Neuenburg",5,2012-11-25,"Tierseuchengesetz","60 bis 69 Jahre",0.4697
"m","Kanton Neuenburg",6,2013-03-03,"Abzockerinitiative","60 bis 69 Jahre",0.5573
"m","Kanton Neuenburg",7,2013-06-09,"Volkswahl des Bundesrates","60 bis 69 Jahre",0.5477
"m","Kanton Neuenburg",8,2013-09-22,"Wehrpflicht","60 bis 69 Jahre",0.5987
"m","Kanton Neuenburg",9,2013-11-24,"1 zu 12","60 bis 69 Jahre",0.6739
"m","Kanton Neuenburg",10,2014-02-09,"Masseneinwanderungsinitiative","60 bis 69 Jahre",0.7104
"m","Kanton Neuenburg",11,2014-05-18,"Mindestlohninitiative","60 bis 69 Jahre",0.6594
"m","Kanton Neuenburg",12,2014-09-28,"Einheitskrankenkasse","60 bis 69 Jahre",0.6237
"m","Kanton Neuenburg",13,2014-11-30,"Pauschalsteuer","60 bis 69 Jahre",0.5529
"m","Kanton Neuenburg",14,2015-03-08,"Energie- statt Mehrwertsteuer","60 bis 69 Jahre",0.5962
"m","Kanton Neuenburg",15,2014-06-14,"Erbschaftssteuer","60 bis 69 Jahre",0.567
"m","Kanton Neuenburg",16,2015-10-18,"National- und Ständeratswahlen","60 bis 69 Jahre",0.5313
"f","Kanton Neuenburg",1,2012-03-11,"Ferieninitiative","60 bis 69 Jahre",0.584
"f","Kanton Neuenburg",2,2012-05-13,"Lokale Wahlen","60 bis 69 Jahre",0.4453
"f","Kanton Neuenburg",3,2012-06-17,"Managed Care","60 bis 69 Jahre",0.4932
"f","Kanton Neuenburg",4,2012-09-23,"Schutz vor Passivrauchen","60 bis 69 Jahre",0.6608
"f","Kanton Neuenburg",5,2012-11-25,"Tierseuchengesetz","60 bis 69 Jahre",0.4458
"f","Kanton Neuenburg",6,2013-03-03,"Abzockerinitiative","60 bis 69 Jahre",0.5325
"f","Kanton Neuenburg",7,2013-06-09,"Volkswahl des Bundesrates","60 bis 69 Jahre",0.514
"f","Kanton Neuenburg",8,2013-09-22,"Wehrpflicht","60 bis 69 Jahre",0.542
"f","Kanton Neuenburg",9,2013-11-24,"1 zu 12","60 bis 69 Jahre",0.6646
"f","Kanton Neuenburg",10,2014-02-09,"Masseneinwanderungsinitiative","60 bis 69 Jahre",0.6903
"f","Kanton Neuenburg",11,2014-05-18,"Mindestlohninitiative","60 bis 69 Jahre",0.6507
"f","Kanton Neuenburg",12,2014-09-28,"Einheitskrankenkasse","60 bis 69 Jahre",0.6181
"f","Kanton Neuenburg",13,2014-11-30,"Pauschalsteuer","60 bis 69 Jahre",0.531
"f","Kanton Neuenburg",14,2015-03-08,"Energie- statt Mehrwertsteuer","60 bis 69 Jahre",0.5641
"f","Kanton Neuenburg",15,2014-06-14,"Erbschaftssteuer","60 bis 69 Jahre",0.5339
"f","Kanton Neuenburg",16,2015-10-18,"National- und Ständeratswahlen","60 bis 69 Jahre",0.4927
"gap","Kanton Neuenburg",1,2012-03-11,"Ferieninitiative","60 bis 69 Jahre",-0.0411
"gap","Kanton Neuenburg",2,2012-05-13,"Lokale Wahlen","60 bis 69 Jahre",-0.0284
"gap","Kanton Neuenburg",3,2012-06-17,"Managed Care","60 bis 69 Jahre",-0.01
